Gene name	Mouse gene name
SERTM1	Sertm1
	
ELOCP23	
MTND5P3	
	
	
SLC7A1	Slc7a1
SLC15A1	Slc15a1
LINC02958	
MIR564	
TMEM42	
CELF4	Celf4
TGM4	
RNU6-859P	
RNU6-1150P	
TRAPPC10	Trappc10
	
FITM1	
	
LRTM2	
PSME1	
	
ZNF852	
	
LINC00940	
DCP1B	
	
	
PCCA-AS1	
CACNA1C-IT1	
	
CACNA1C-AS4	
	
VENTXP2	
LINC00427	
CACNA1C-IT3	
	
ATP6V1G1P7	
	
LINC02341	
CACNA1C-AS3	
	
FOXO1	Foxo1
CACNA1C-AS2	
CACNA1C-AS1	
H2AZP1	
PWP2	Pwp2
ARF4P4	
STK24-AS1	
COG3	Cog3
CACNA1C	
EMC9	
	
	
DYRK1A	Dyrk1a
RNA5SP266	
LINC01309	
	
SRGNP1	
PSME2	
GAPDHP34	
	
	
LRCH1	Lrch1
	
AKAIN1	Akain1
SLC14A2	Slc14a2
	
	
RALBP1	Ralbp1
LINC00428	
	
LINC01048	
SCEL-AS1	
	
COX5BP6	
LINC01038	
NXT1P1	
	
FTLP8	
CDADC1	Cdadc1
	
	
SS18	Ss18
MIR7703	
RNF31	
ZDHHC4P1	
LINC00430	
LINC01080	
DDX6P2	
DIS3	Dis3
PRDM15	Prdm15
	
ITGA9	
RNA5SP383	
NEK2P2	
IRF9	
TOMM40P2	
RPL21P135	
NDUFAF4P3	
RNU7-73P	
CCT8L2	Cct8l1
	
	
ITGA9-AS1	
	
IGKV2OR22-3	
ANKRD62P1-PARP4P3	
LINC00351	
ZNF402P	
	
LINC02336	
FABP5P11	
CHEK2P4	
	
ACTR3BP7	
COG6	Cog6
	
IGKV1OR22-5	
	
ABCD1P4	
	
SLC25A15P5	
PABPC1P9	
	
	
LINC01665	
ZNF73P	
	
BNIP3P2	
ANKRD62P1	
REC8	
ZNF72BP	
MED15P7	
	
	
NBEAP3	
	
	
	
	
TPMTP1	
FRG1GP	
RPS8P3	
	
IGKV3OR22-2	
	
	
	
IGKV2OR22-4	
PARP4P3	
	
GPM6BP3	
TTC39C-AS1	
SLC9B1P4	
NPM1P1	
DUXAP8	
	
	
	
	
	
	
	
MTND1P17	
NF1P6	
ANKRD12	Ankrd12
	
	
	
	
	
	
LINC00383	
	
IGKV1OR22-1	
	
LINC01047	
IPO4	
	
LINC00353	
LINC00382	
MED15	Med15
PEX12P1	
PRR20C	
	
TCEAL4P1	
GAPDHP69	
	
NUS1P4	
SLITRK6	Slitrk6
	
	
	
TET1P1	
	
	
RPL27AP8	
ARK2N	Ark2n
	
PCDH9	Pcdh9
	
	
MIR5692B	
	
PKNOX1	Pknox1
LINC00343	
	
ZBTB7C-AS1	
	
	
SKA1	Ska1
	
	
	
	
	
	
MTCO2P2	
SINHCAFP1	
RPS24P18	
	
	
CBS	Cbs
MAP1LC3P	
	
	
CIAPIN1P	
	
	
	
RPRD1A	Rprd1a
RIT2	Rit2
	
	
CYCSP35	
	
NUS1P3	
FAM230C	
	
ZMYM5	Zmym5
CTAGE1	Mia2
	
	
FRG1FP	
	
POLR3GP2	
	
	
HRH4	Hrh4
VWFP1	
NALF1-IT1	
	
	
IGLV3-12	
SOX1	Sox1
IGLV2-11	
	
NALCN-AS1	
	
	
	
	
CALM2P4	
	
TM9SF1	
	
	
	
VN1R9P	
	
RBBP8	Rbbp8
MYO16	Myo16
LIF-AS1	
	
	
RPL36P17	
MYO18B-AS1	
IBTK	
	
LINC01422	
	
OSM	Osm
	
	
TSSK4	
	
ZNRF3-IT1	
	
	
	
	
MRPL51P2	
	
HORMAD2	Hormad2
CRYAA	Cryaa
CHMP4A	
U2AF1	U2af1
PCDH9-AS1	
FARP1-AS1	
	
SOX1-OT	
NCF4	Ncf4
	
MDP1	
RPL7AP61	
	
DPPA3P3	
AKR1B1P4	
IRS2	Irs2
SPACA7	Spaca7
	
	
LINC01387	
NEDD8-MDP1	
	
L3MBTL4-AS1	
GYG1P2	
	
RIOK3P1	
LINC00552	
TTC39C	Ttc39c
	
LINC00348	
NEDD8	
	
LINC01070	
STOML3	Stoml3
GMPR2	
SLC14A2-AS1	
	
LINC01043	
	
	
ANKRD10	Ankrd10
SETD4	Setd4
	
MAPK4	Mapk4
MIATNB	
	
	
	
	
	
	
LINC00564	
ATP7BP1	
	
	
ARK2C	Ark2c
LINC00566	
LINC01044	
	
SSR1P2	
CACNA1I	Cacna1i
RPL7L1P1	
NALF1	Nalf1
RPL7P45	
TMEM255B	Tmem255b
	
	
RPSAP57	
	
	
	
ZBTB7C-AS2	
	
LINC00375	
ST8SIA3	St8sia3
PCCA	Pcca
RNU6-130P	
	
	
TPBG	
RNF152	Rnf152
CCDC68	Ccdc68
	
MTCO1P3	
RPLP0P11	
	
COL18A1-AS2	
COL18A1-AS1	
SMAD2	Smad2
MIR6815	
SLC19A1	Slc19a1
	
	
COL18A1	Col18a1
RPL30P4	
CNOT10-AS1	
SUGT1P2	
RPL23AP43	
TRIM71	
CNOT10	
LINC00676	
LINC00397	
TUBGCP3	Tubgcp3
RPS3AP51	
	
	
RAB27B	Rab27b
	
	
HORMAD2-AS1	
	
ISX	Isx
	
	
	
	
DUXAP8	
TXNL1	Txnl1
LIF-AS2	
ENTHD1	Enthd1
LIF	Lif
CBX7	Cbx7
MRPS5P4	
	
CTIF	Ctif
PNPLA3	Pnpla3
	
	
EFCAB6	Efcab6
	
	
	
GRK1	Grk1
LINC01924	
CASC20	
	
ADRA1D	Adra1d
	
	
ARIH2P1	
	
RNF113B	
	
GAREM1	Garem1
	
RSPO4	Rspo4
	
OBI1	Obi1
LINC02337	
	
	
DEFB129	Defb23
	
SUCLA2-AS1	
TRIM60P13	
CDKN2AIPNLP3	
	
AZU1P1	
BNIP3P7	
HMGN1P31	
ANGPT4	Angpt4
	
UBL3	Ubl3
RPL7AP66	
DSEL-AS1	
	
ATP6V1E1P2	
MIR4527HG	
RPIAP1	
	
MOB1AP1	
LINC01040	
TIMM8BP1	
	
	
FAM3B	Fam3b
MLNR	
SIRPG	Gm5150
SIRPG	Sirpb1a
SIRPG	Sirpb1b
SIRPG	Sirpd
SIRPG	Sirpb1c
SIRPG	Sirpa
LINC02335	
ZBTB7C	Zbtb7c
FLT3	Flt3
	
	
TINF2	
	
TBC1D22A	Tbc1d22a
DYNLT3P1	
	
SHLD1	Shld1
LINC01706	
MX1-AS1	
	Gm23404
	Gm55577
	Gm23939
	Gm56130
SLX4IP	Slx4ip
	
ADAMTS1	Adamts1
FARP1	Farp1
EEF1A1P34	
DEFB125	Defb26
	
NKX2-2	Nkx2-2
	
BMP2	Bmp2
TGM1	
	
PDYN	Pdyn
	
BOD1L2	Bod1
FBXO15	Fbxo15
RABGGTA	
LINC01428	
	
MIS18A	Mis18a
	
FAM110A	Fam110a
MIS18A-AS1	
MRAP-AS1	
MRAP	Mrap
INSM1	Insm1
SIRPG-AS1	
LINC01668	
	
	
DEFB128	Defb20
	
	
WDR7-OT1	
WDR4	Wdr4
LINC01713	
SLC25A52	Slc25a51
	
	
	
	
BTBD3-AS1	
	
	
IDH3B-DT	
	
	
	
	
	
	
	
	
	
SCP2D1-AS1	
CDH7	Cdh7
DEFB126	
LINC03086	
BTBD3	Btbd3
NCF4-AS1	
TPGS2	Tpgs2
	
	
	
	
ZBED4	Zbed4
CNN2P1	
NDUFV3	Ndufv3
	
	
	
FAM216B	Fam216b
	
	
RPL3	Rpl3
	
GRPEL2P1	
	
DHRS1	
	
	
	
GABPA	Gabpa
KMT5AP1	
U6	
MIR4499	
MIR2276	
Metazoa_SRP	
RNU6-64P	
	
RNU5A-4P	
RNA5SP26	
RNU6-56P	
RN7SKP1	
SNORD116	
MIR4305	
RNY4P14	
RNY3P9	
RN7SKP2	
RNA5SP27	
NKX2-4	Nkx2-4
RN7SL700P	
RNU6-60P	Gm26420
RNY3P2	
Metazoa_SRP	
RN7SL618P	
MIR5007	
RN7SKP6	
RPL7P2	
	
EIF4E2P1	
RNA5SP30	
RNY4P29	
MIR3169	
RNU7-88P	Rnu7-ps3
RNY3P5	
RN7SL375P	
PCSK2	Pcsk2
RNU7-87P	
	
RN7SL761P	
RNU6-80P	
	
	
	
RNY1P8	
RNU4-10P	
RNU6-66P	
RNU6-79P	
RNY3P10	
RN7SL571P	
NOP9	
RNA5SP33	
RNU6-61P	
RNU6-54P	
RNY3P7	
RNU6-77P	Gm54442
RNY3P3	
RNU6-38P	
MIR4500	
RNU6-67P	Gm23003
	Gm23615
RN7SKP8	Gm56077
MIR3170	
RN7SL60P	
	
RN7SKP10	
SNORD31B	Gm23246
MIR1267	
RNA5SP38	
	Gm23212
NME1P1	
MTND3P1	
	
FTH1P7	
DDX39AP1	
SNORD36	Gm24134
RPL7AP73	
IPMKP1	
CLIC6	Clic6
RFESDP1	
BASP1P1	
NUS1P2	
	
HMGA1P6	
RNY3P4	
LINC00362	
RNU6-58P	
TATDN2P3	
SDAD1P4	
RPLP1P13	
SACS-AS1	
LINC00327	
	
KCNE2	Kcne2
CIDEB	
TPTE	Tpte
LINC00352	
ITM2B	Itm2b
ZNF343	
LTB4R2	
LTB4R	
ADCY4	
MC4R	Mc4r
PPP1R26P1	
PCNPP5	
	
	
Metazoa_SRP	
	
	
	
	
PA2G4P2	
LINC01077	
NKX2-2-AS1	
LINC01903	
	
TRIM13	Trim13
CST8	Cst8
	
GRK3-AS1	
ISM1	Ism1
GTSE1	Gtse1
TMX3	Tmx3
CST5	
MIR3613	
KCNRG	Kcnrg
	
	
	
MIR16-1	
MIR15A	Mir15a
	
	
	
	
	
	
	
RPL18P10	
	
	
ST13P4	
RPL7AP13	
RPL34P26	
	
	
PGAM3P	
RNA5SP28	
LINC01752	
RNASEH2B-AS1	
	
	
SYNDIG1	Syndig1
RNA5SP29	
RPL5P35	
LINC01432	
DLEU1	
MRPS18CP6	
RPS11P1	
	
LINC01751	
LINC01643	
	
XRN2	Xrn2
SYNJ1	Synj1
	
ELP5	
	
	
	
RPL31P9	
LINC03111	
LINC-ROR	
	
	
RIPK3	
CTBP2P3	
	
	
	
	
	
RPL5P31	
FAM32DP	
	
	
PRELID3BP2	
	
LINC01912	
COX5BP7	
MIR5693	
FAM124A	Fam124a
	
	
	
	
DHFRP1	
	
BDP1P	
LINC01908	
SAMM50	Samm50
SIRPB3P	
	
	
RBM22P1	
U6	
	
	
SPATA13	
NFATC4	
CDH20	Cdh20
IPO7P2	
PCOTH	
BETALINC1	
ZAR1L	Zar1l
SNRPB2	Snrpb2
IFIT1P1	
N4BP2L1	N4bp2l1
	
	
WBP2P1	
	
	
MTL3P	
	
LINC01722	
	
	
	
RPL30P14	
	
LINC01909	
GAPDHP2	
PCMTD1P7	
	
	
CST7	Cst7
CLDN7	
	
PTPN2	Ptpn2
	
TTC38	Ttc38
	
	
ATP8A2P2	
RNU6-954P	
APMAP	Apmap
NDE1P2	
NF1P3	
SMAD9-IT1	
PPP6R2P1	
LAMTOR3P1	
RPL29P28	
FRG2MP	
EIF4A1P5	
CSNK1A1L	
ANKRD20A18P	
RNA5SP488	
	
Y_RNA	
ERLEC1P1	
SLC2A4	
TMEM272	
RBM11	Rbm11
CTAGE3P	
	
RFXAP	Rfxap
TRPC4	Trpc4
BFSP1	Bfsp1
HSPA13	Hspa13
PCBP2P1	
	
PSMG1	Psmg1
	
	
LINC01639	
	
YBX2	
TRIOBP	Triobp
FRG1EP	
PDYN-AS1	
CFTRP2	
EIF5A	
GGTLC1	Ggt1
BRWD1	
POM121L3P	
CST2	
SINHCAFP2	
RPS3AP49	
UBA52P9	
	
	
	
CST12P	
	
PHLPP1	Phlpp1
	
DSTN	Dstn
CFTRP3	
	
STK35	Stk35
GPS2	
DUX4L35	
LINC01597	
CDH19	Cdh19
	
SCRT2	Scrt2
ISM1-AS1	
	
	
LINC00898	
NCOA6	Ncoa6
	
	
	
	
MTFR2P2	
LINC01310	
LINC00683	
PIM3	Pim3
RN7SL288P	
RN7SKP5	
ABITRAMP1	
	
LINC00563	
RNU2-6P	
RNU6-68P	Gm23097
PPP1R2P4	
OR7E101P	
GTSE1-DT	
	
COX17P1	
DENND6B	Dennd6b
FKBP1AP3	
CPB2	Cpb2
LINC02565	
HNRNPA1P7	
	
	
	
RAC1P1	
RPS2P6	
	
	
KC6	
	
LCP1	Lcp1
	
	
	
C18orf21	2700062C07Rik
NEURL4	
	
	
	
	
	
	
	
CERK	Cerk
	
	
CFTRP1	
	
DEFB127	Defb22
	
LINC01723	
	
	
	
KCTD1	Kctd1
	
SPTLC3	Sptlc3
TIMM9P2	
BRWD1-IT1	
METTL21AP1	
BRWD1-AS1	
HMGN1	Hmgn1
	
DUX4L32	
PPP6R2	Ppp6r2
HSPE1P1	
GSTM3P1	
	
FAM182A	
SIAH3	Siah3
LINC01198	
SLC39A6	Slc39a6
	
	
	
FAT1P1	
DUX4L33	
DEFB115	Defb28
	
MIR663AHG	
NRBF2P1	
AIDAP3	
ZBTB14	Zbtb14
LINC00411	
NALCN	Nalcn
LINC01879	
NPM1P2	
GALR1	Galr1
	
ACAP1	
	
	
	
LINC01901	
	
	
	
	
	
ZNF521	Zfp521
KCTD11	
	
TMEM95	
Y_RNA	
RNF6P1	
	
LINC02974	
	
GET1	
	
	
	
	
SCML2P1	
PA2G4P3	
AKR1B10P2	
	
PLEKHB2P1	
IMPACT	Impact
	
RTL6	Rtl6
	
	
	
PVALB	Pvalb
	
LINC02856	
	
CST2P1	
DHRS4	
SDHCP1	
CST9LP1	
	
RPS27AP2	
CBLN2	Cbln2
JAG1	Jag1
GET1-SH3BGR	
LINC00555	
	
DHRS4L2	
CCDC168	Ccdc168
ALG12	Alg12
MIR6508	
MYL6P2	
	
RPS26P4	
JCADP1	
	
B3GALT5-AS1	
TEX30	Tex30
	
	
DHRS4L1	
ZNF407-AS1	
	
	
	
	
ZNF516-DT	
	
	
PCP4	
KRT8P5	
	
	
	
	
LINC01927	
BIVM-ERCC5	
KPNA7	
	
	
DSCAM	Dscam
LINC01898	
	
LINC02582	
SYNGR1	Syngr1
	
	
BIVM	Bivm
BIVM	Ercc5
MBP	Mbp
	
SLC23A2	Slc23a2
	
NHIP	
PDGFB	Pdgfb
MIR4760	
DSCAM-AS1	
	
	
	
DSCAM-IT1	
GAS6-AS1	
	
YRDCP3	
GAS6	Gas6
	
MIR3197	
BACE2	Bace2
MPPED1	Mpped1
H3-4	
RPL23AP15	
H2AC25	
H2BC26	
GAS6-DT	
MIR4666A	
H2BC27P	
	
RNF187	
	
LINC00454	
RNA5S1	
RNA5S2	
RNA5S3	
RNA5S16	
RNA5S17	
RPL35AP36	
RNA5SP18	
LINC00452	
DUSP5P1	
	
	
	
FTH1P2	
	
RHOU	
	
	
PLAC4	
CST9L	Cstdc2
CST9L	Cst9
	
LINC02554	
SLC16A1	
BACE2-IT1	
	
	
PKDREJ	Pkdrej
BTNL10P	
PCSEAT	
	
	
	
LINC00111	
SWINGN	
LINC02556	
NUDT15	Nudt15
LINC00479	
ANKRD54	Ankrd54
	
MED4	Med4
LINC00112	
RIPK4	Ripk4
AKR7A2P1	
	
BSNDP3	
FAM242B	
	
DUX4L37	
	
	
	
	
MED4-AS1	
LINC01734	
POLR2KP2	
PSME2P2	
SGCG	Sgcg
TASP1	Tasp1
	
MIR6814	
ABCG1	Abcg1
RBM26	Rbm26
	
	
	
WFDC9	Wfdc9
	
MTCL2	Mtcl2
FUNDC2P4	
TSPO	Tspo
	
	
ZNF516	Zfp516
	
HNRNPA1P11	
CHST9	Chst9
RPL35P8	
	
DGKH	Dgkh
LINC01728	
	
	
LINC02967	
	
	
	
	
	
	
	
RPL15P22	
	
	
IGLV3-13	
YES1P1	
WFDC10A	Wfdc10
KRT18P8	
	
	
LINC01900	
PGBD4P2	
	
LINC00652	
	
	
LINC00899	
	
EFCAB6-AS1	
LINC00668	
SHISAL1	Shisal1
SCUBE1-AS1	
LINC01656	
PPP1R16B	Ppp1r16b
ZNRF3	Znrf3
EIF4A3P1	
RNA5SP492	
TFF2	Tff2
TMEM241	Tmem241
TFF1	Tff1
	
	
TMPRSS3	Tmprss3
TBC1D22A-AS1	
	
	
U6	
5_8S_rRNA	Gm54867
U6	
U2	Gm22451
ACTR3BP6	
RNA5SP494	
	
RNU6-1066P	Gm25054
RNU6-1066P	Gm26011
RN7SKP169	Gm55102
SNORD42	
Y_RNA	
MIR5739	
MIR6818	
	
Metazoa_SRP	
	
SNORD83A	Gm55357
MIR6821	
	
SNORD83B	Snord83b
SNORD43	
	
RN7SKP252	
MIR4535	
NPM1P19	
MIR3201	
	
MIR3667	
RN7SKP214	Gm56399
RN7SKP214	Gm55036
	
	
	
IGLCOR22-1	
DHX35-DT	
SLC5A4-AS1	
CPSF1P1	
	
	
RFPL3	
DHX35	Dhx35
IGLCOR22-2	
RFPL3S	
	
	
	
IGLVIVOR22-2	
	
RGL4P1	
RTCB	Rtcb
SUCLA2	Sucla2
UBASH3A	Ubash3a
	
	
LINC01029	
KBTBD4	
	
PRPF19P1	
YWHAH	Ywhah
RNU5E-10P	
	
ELP2	Elp2
FAM180B	
	
C1QTNF4	
RN7SL305P	
YWHAH-AS1	
AGBL2	
TOX2	Tox2
	
ASPHD2	Asphd2
SRRD	Srrd
TFIP11	Tfip11
	
	
	
SNORA71B	
FAM204CP	
KCNK15-AS1	
RN7SKP9	
H2AZP3	
GPR183	Gpr183
	
	
GAPDHP54	
SNORA31B	
SNORA31	Gm24165
SNORA31	Snora31
SNORA31	Gm55862
SNORA31	Gm24240
	
	
RCN1P2	
LEUTX	
SLC25A30-AS1	
ABHD13	Abhd13
EYA2	Eya2
	
	
RNA5SP39	
	
DYRK1B	
HCFC2P1	
FNBP4	
	
ESD	Esd
RNU6-1149P	
RSPH1	Rsph1
Y_RNA	
	
RNA5SP340	
Y_RNA	
YPEL5P2	
MTCH2	
MIR548J	
HMGB1P10	
	
CRYBB1	Crybb1
HTR2A	Htr2a
HTR2A-AS1	
SLC37A1	Slc37a1
DIAPH3-AS2	
RNY4P28	
LINC00434	
TARDBPP2	
	
RNA5SP31	
EIF4A1P6	
CRYBA4	Cryba4
	
TDRD3	Tdrd3
MIR6719	
FBL	
Y_RNA	
	
	
C1QTNF6	C1qtnf6
RNU6-71P	Gm22336
SPART	Spart
SSTR3	Sstr3
RSPH1-DT	
	
	
LINC02871	
	
	
	
	
	
	
PDE9A	Pde9a
WFDC11	Wfdc11
TMPRSS6	Tmprss6
PRR13P5	
PSMC4	
	
ELMO2	Elmo2
ZNF546	
SPART-AS1	
PSMC1P13	
ATXN8OS	
PPP2R3B	
STK24	Stk24
	
ZNF780B	
CD226	Cd226
	
ZNF780A	
RPL14P5	
MTND6P12	
	
LINC03070	
HADHBP1	
PRKX-AS1	
	
	
	
GGTLC4P	
PRKX	Prkx
	
RNF125	Rnf125
	
ASMTL-AS1	
SPECC1L	Specc1l
	
	
RCBTB2	Rcbtb2
	
	
	
ARL2BPP1	
FCGBP	
	
DRAXINP1	
VCX2	
ANAPC15P1	
GS1-600G8.3	
H2AZP4	
	
MIR548K	
	
	
	
NOLC1P1	
CTTN-DT	
IL3RA	
CTTN	
PIGN	Pign
P2RY8	
RPS5P8	
MTCYBP12	
RPS27AP20	
RPL6P30	
SLC25A6	
SLITRK1	Slitrk1
	
AMELX	Amelx
IFT88	Ift88
SPECC1L-ADORA2A	
ASMT	Asmt
ADORA2A	Adora2a
PPFIA1	
	
	
LINC01427	
	
CDC27P3	
RUBCNL	Rubcnl
	
RIPOR3	Ripor3
ADORA2A-AS1	
DHRSX-IT1	
LINC01203	
UPB1	Upb1
RPL35AP	
ATG3P1	
FAM83D	Fam83d
SLC2A10	Slc2a10
RPS2P7	
LINC03079	
KCNB1	Kcnb1
DHRSX	
	
SNRPD3	Snrpd3
	
	
KCNK15	Kcnk15
TMTC4	Tmtc4
	
CDH22	Cdh22
SHROOM2	Shroom2
LRRC75B	Lrrc75b
LINC01300	
	
RARRES2P3	
LINC01754	
	
GPR20	
ANOS1	
	
EYA2-AS1	
ASTILCS	
CFAP61-AS1	
PTP4A3	
DUX4L34	
	
	
	
HNRNPA1P38	
	
C8orf90	
SLC35C2	Slc35c2
MROH5	
GGT1	Ggt1
PIMREGP3	
Y_RNA	
RPL22P14	
	
ASMTL	
GJA10	
EPSTI1	Epsti1
Y_RNA	
CASP8AP2	
FAM9CP1	
LINC02968	
RPL24P9	
FAM9B	Xlr5b
FAM9B	Xlr5c
FAM9B	Gm14692
FAM9B	Gm1140
FAM9B	Xlr5a
TNFRSF19	Tnfrsf19
LINC00106	
HCCS	Hccs
COL4A2-AS2	
COL4A2-AS1	
RAB20	Rab20
NAXD-AS1	
TP53RK-DT	
LINC01523	
FRG1DP	
CARS2	Cars2
HIKESHIP1	
LINC01721	
	
NLGN4X	
WDR82P1	
	
	
NCOA3	Ncoa3
	
	
	
	
POM121L10P	
ARL5AP4	
	
	
CRIP1P4	
	
TAFA5	Tafa5
	
GOT2P7	
	
FAM9A	Xlr5b
FAM9A	Xlr5c
FAM9A	Gm14692
FAM9A	Gm1140
FAM9A	Xlr5a
MAPK1	Mapk1
	
LINC02783	
	
	
PADI1	
PADI3	
MIR3168	
RN7SL597P	
KBTBD6	Kbtbd6
CALM2P3	
KBTBD7	
LINC01822	
MTMR3	Mtmr3
MORF4L1P4	
MTRF1	Mtrf1
	
MIR3972	
PADI4	
SRPX	Srpx
PADI6	
	
RAC1P3	
NAA16	Naa16
LINC00685	
	
GRPR	Grpr
RCC2-AS1	
RCC2	
	
TMSB10P2	
BEND2	Bend2
	
MC3R	Mc3r
FAM3C2P	
LINC01456	
FTH1P14	
RPL35AP37	
	
	
RDXP2	
CLDN7P1	
BPI	Bpi
TMEM47	Tmem47
UBE2E4P	
MDM4P1	
BRK1P1	
SRSF2P1	
PTP4A1P5	
LINC03113	
KLHL34	Klhl34
AKAP17A	AKAP17A
RNU6-57P	
TUBBP2	
OR7E36P	
OR7E155P	
OR7E37P	
RGCC	Rgcc
SMPX	Smpx
	
	
RIPOR3-AS1	
VWA8	Vwa8
	
	
LINC01522	
PREX1	Prex1
BNIP3P6	
	
	
	
	
	
	
	
	
	
RPL22P20	
TRDJ1	
TRDV2	
	
TRAJ60	
	
TRDD1	
TRAJ54	
TRAJ49	
TRDJ3	
TRDD3	
CNKSR2	Cnksr2
NOVA1	Nova1
PDE9A-AS1	
LINC00322	
	
SIK1	Sik1
	
	
MYO18B	Myo18b
	
	
MOCOS	Mocos
MIR5006	
RN7SL515P	
RNU6-74P	Gm55230
KARS1P1	
LINC00313	
VWA8-AS1	
RPS28P8	
	
MAPK6P3	
LINC00456	
	
	
RNA5SP37	
	
HSF2BP	Hsf2bp
RAP2A	Rap2a
TRAJ48	
TRAJ59	
	
	
LINC01899	
	
TRAJ61	
	
PSMA6P4	
TRDC	Trdc
LINC02864	
TRAJ58	
LPAR6	Lpar6
TRDJ4	
	
ARHGAP5-AS1	
LINC02293	
	
NAXD	Naxd
RPL31P1	
	
H2BC12L	
	
NETO1	Neto1
	
MIR6070	
TRAJ47	
	
	
	
TRDJ2	
PTGIS	Ptgis
	
G2E3-AS1	
	
DNMT3L	Dnmt3l
TRAJ56	
KIAA1143P1	
	
LINC02294	
NUBPL	Nubpl
KRR1P1	
	
LINC01072	
GJA3	Gja3
PPIAP28	
LINC00556	
GJB2	Gjb2
	
	
	
LINC00907	
	
CBLN4	Cbln4
GJB6	Gjb6
DKKL1P1	
LINC01733	
	
DNMT3L-AS1	
	
	
AIRE	Aire
ATP9A	Atp9a
	
ARHGAP16P	
TRDD2	
LINC02277	
SNX6	Snx6
CNDP2	Cndp2
ZMYM2	Zmym2
PFKL	Pfkl
RALY	Raly
	
	
	
	
	
	
LINC00701	
LINC00700	
	
	
	
AKR1C3	
	
	
	
	
	
	
	
LINC01230	
	
H3P29	
	
	
	
	
RCL1	Rcl1
	
	
DLGAP2-AS1	
	
RPL7P52	
	
	
TRAJ53	
KRT8P2	
	
TRAJ45	
RPL23AP54	
TMEM97P2	
SGSM3	Sgsm3
	
ATP5MC2P2	
BTF3P3	
TRAJ52	
PEBP4	Pebp4
TRAJ55	
	
	
	
LINC00645	
	
	
GLRX5P3	
	
ARHGAP42P5	
OR6R2P	
EIF4EP5	
	
	
	
TXNDC16	Txndc16
	
	
	
	
LINC00705	
LINC03023	
	
	
SEPTIN14P8	
	
	
	
GFRA2	Gfra2
ARL4AP3	
TUBAL3	Tubal3
CFAP61	Cfap61
	
	
HNRNPA1P41	
	
	
	
	
	
	
RPS29P33	
	
JKAMPP1	
BCAR1P2	
PABPC1P11	
	
	
IGHD1OR15-1A	
	
FAM30C	
LINC01910	
	
BRD10	9930021J03Rik
	
	
OR4N3BP	
	
IGHD5OR15-5A	
	
CXADRP2	
	
SPATA31E2P	
	
	
	
OR11H3P	
	
ADARB2	Adarb2
LARP7P3	
OR11J6P	
LINC01477	
IGHD2OR15-2A	
IGHV1OR15-1	Ighv15-2
IGHV1OR15-1	Ighv1-71
IGHV1OR15-1	Ighv14-4
IGHV1OR15-1	Ighv1-43
IGHV1OR15-1	Ighv1-59
IGHV1OR15-1	Ighv1-49
IGHV1OR15-1	Ighv14-2
IGHV1OR15-1	Ighv1-80
IGHV1OR15-1	Ighv1-69
IGHV1OR15-1	Ighv1-20
IGHV1OR15-1	Ighv1-47
IGHV1OR15-1	Ighv1-37
IGHV1OR15-1	Ighv1-53
IGHV1OR15-1	Ighv1-19
IGHV1OR15-1	Ighv1-78
IGHV1OR15-1	Ighv1-54
IGHV1OR15-1	Ighv1-15
IGHV1OR15-1	Ighv1-62-3
IGHV1OR15-1	Ighv1-56
IGHV1OR15-1	Ighv1-50
IGHV1OR15-1	Ighv1-7
IGHV1OR15-1	Ighv1-31
IGHV1OR15-1	Ighv1-12
IGHV1OR15-1	Ighv1-81
IGHV1OR15-1	Ighv1-24
IGHV1OR15-1	Ighv1-16
IGHV1OR15-1	Ighv1-85
IGHV1OR15-1	Ighv1-36
IGHV1OR15-1	Ighv1-9
IGHV1OR15-1	Ighv1-11
IGHV1OR15-1	Ighv1-74
IGHV1OR15-1	Ighv1-52
IGHV1OR15-1	Ighv1-23
IGHV1OR15-1	Ighv1-55
IGHV1OR15-1	Ighv1-77
IGHV1OR15-1	Ighv1-62-2
IGHV1OR15-1	Ighv1-63
IGHV1OR15-1	Ighv1-34
IGHV1OR15-1	Ighv1-42
IGHV1OR15-1	Ighv1-62-1
IGHV1OR15-1	Ighv1-61
IGHV1OR15-1	Ighv14-3
IGHV1OR15-1	Ighv1-67
IGHV1OR15-1	Ighv1-76
IGHV1OR15-1	Ighv1-82
IGHV1OR15-1	Ighv14-1
IGHV1OR15-1	Ighv1-22
IGHV1OR15-1	Ighv1-26
IGHV1OR15-1	Ighv1-18
IGHV1OR15-1	Ighv1-58
IGHV1OR15-1	Ighv1-39
IGHV1OR15-1	Ighv1-66
IGHV1OR15-1	Ighv1-75
IGHV1OR15-1	Ighv1-4
IGHV1OR15-1	Ighv1-84
IGHV1OR15-1	Ighv1-64
IGHV1OR15-1	Ighv1-5
IGHV1OR15-1	Ighv1-72
RPS8P10	
RPL12P40	
	
	
	
MPHOSPH10P5	
	
LINC02203	
	
	
	
	
	
CNDP1	Cndp1
LINC02346	
CFAP410	Cfap410
	
	
	
	
RPS27AP14	
FAM30B	
SUMO2P2	
LINC00708	
	
LINC02250	
CNTLN	Cntln
TRDV3	Trdv5
	
	
	
LINC02670	
	Ighv15-2
	Ighv1-71
	Ighv14-4
	Ighv1-43
	Ighv1-59
	Ighv1-49
	Ighv14-2
	Ighv1-80
	Ighv1-69
	Ighv1-20
	Ighv1-47
	Ighv1-37
	Ighv1-53
	Ighv1-19
	Ighv1-78
	Ighv1-54
	Ighv1-15
